id,title,type,src
24,螺旋槳洛伊德(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
25,電子龍(凸版),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP015S.JPG
26,火車洛伊德(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
27,電池人單二型,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP030.JPG
28,鑽頭洛伊德(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
29,UFO洛伊德(亮面),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP010.JPG
30,UFO洛伊德(凸版),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP010S.JPG
31,噴射機洛伊德,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP011.JPG
32,噴射機洛伊德(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
33,友善犬(銀字),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP012.JPG
34,黑暗投石器(銀字),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP013.JPG
35,火車洛伊德,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP008.JPG
36,水靈術─「葵」,trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP051.JPG
37,紫炎之間諜,magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP044.JPG
38,進化之翼(銀字),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP045.JPG
39,泡沫洗牌(銀字),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP046.JPG
40,電光鎗(銀字),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP047.JPG
41,摩天樓(亮面),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP048.JPG
42,摩天樓(凸版),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP048S.JPG
43,引線青蛙,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP028.JPG
44,地靈術─「鐵」,trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP050.JPG
45,系統故障(銀字),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP041.JPG
46,火靈術─「紅」,trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP052.JPG
47,風靈術─「雅」,trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP053.JPG
48,宿敵登場,trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP054.JPG
49,魔法炸裂(銀字),trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP055.JPG
50,提升能量(銀字),trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP056.JPG
51,異次元的落穴(銀字),trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP057.JPG
52,百獸之聖像騎士,monster,http://220.134.173.17/gameking//game/0217/win/158-CYHO/158-CYHO/CYHO-JP008.JPG
53,火燄飛鏢(銀字),trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP049.JPG
54,電子終焉龍(金亮),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP036.JPG
55,該傢伙(綠人),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP002.JPG
56,黑魔導師古蘭,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP031.JPG
57,D.D.M.(銀字),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP032.JPG
58,火車螺旋槳洛伊德,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP033.JPG
59,火車螺旋槳洛伊德(普鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
60,UFO洛伊德打手(金亮),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP034.JPG
61,UFO洛伊德打手(凸版),monster,http://220.134.173.17/gameking//game/0217//win/37-CRV/37-CRV/CRV-JP034S.JPG
62,謙虛之壺,magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP043.JPG
63,電子雙頭龍(凸版),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP035S.JPG
64,死之合唱,magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP042.JPG
65,電子終焉龍(凸版),monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP036S.JPG
66,力量銲接(力量結合)(金亮),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP037.JPG
67,力量銲接(力量結合)(凸版),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP037S.JPG
68,融合回收,magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP038.JPG
69,奇跡融合(銀字),magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP039.JPG
70,龍之鏡,magic,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP040.JPG
71,無限恐龍,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP029.JPG
72,電子雙頭龍(亮面),monster,http://220.134.173.17/gameking//game/0217//win/37-CRV/37-CRV/CRV-JP035.JPG
73,共鳴的振動,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP063.JPG
74,糖果豆人,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP004.JPG
75,RUM-革命之力(銀字),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP057.JPG
76,妖仙大旋風,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP058.JPG
77,天球的輝跡,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP059.JPG
78,天球的神託(銀字),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP060.JPG
79,煉獄的消華(銀字),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP061.JPG
80,縫合蘇生,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP055.JPG
81,銀河旋風(半鑽),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP062A.JPG
82,魔玩具工廠,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP054.JPG
83,擺動顯現,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP064.JPG
84,預想GUY(隱普),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP065.JPG
85,EM危機助手,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP066.JPG
86,幻奏的幻象,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP067.JPG
87,絨毛獸夾娃娃機,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP068.JPG
88,魔玩具改造,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP069.JPG
89,妖仙鄉的眩暈風,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP070.JPG
90,銀河旋風(亮面),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP062.JPG
91,RR-革命獵鷹(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP049A.JPG
92,潔淨翼同步龍(金亮),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP046.JPG
93,潔淨翼同步龍(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP045A.JPG
94,潔淨翼同步龍(凸版),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP046S.JPG
95,潔淨翼同步龍(雷射),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP046V.JPG
96,幻龍星-嘲風(亮面),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP047.JPG
97,幻龍星-嘲風(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
98,魔玩具融合(銀字),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP056.JPG
99,RR-革命獵鷹(亮面),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP049.JPG
100,遡洸的煉獄,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP073.JPG
101,星守的騎士 托勒密(金亮),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP050.JPG
102,星守的騎士 托勒密(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP050A.JPG
103,星守的騎士 托勒密(凸版),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP050S.JPG
104,魔式甜點法式布丁公主(亮面),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP051.JPG
105,魔式甜點法式布丁公主(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP051A.JPG
106,EM演員變身,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP052.JPG
107,融合徵兵(銀字),magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP053.JPG
108,RR-烈焰獵鷹(銀字),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP048.JPG
109,電子雙頭龍(亮面),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
110,電子龍無限(半鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
111,電子龍無限(凸版),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP090S.JPG
112,UFO洛伊德(亮面),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
113,E．HERO泡沫人(凸版),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
114,電子龍(亮面),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
115,哥布林精英部隊(凸版),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
116,天球的聖選士,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP071.JPG
117,UFO洛伊德打手(亮面),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
118,奇美拉聚合暴走龍(亮面),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP089.JPG
119,泡沫洗牌(銀字),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
120,電光鎗(銀字),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
121,摩天樓(亮面),magic,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
122,魔法炸裂(銀字),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
123,異次元的落穴(銀字),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
124,次元牆(銀字),trap,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
125,單車洛伊德,monster,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP001.JPG
126,巨大戰艦水晶核心(亮面),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
127,炎帝家臣貝利尼斯,monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP082.JPG
128,反擊準備,trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP060.JPG
129,貪欲之瓶(銀字),trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP074.JPG
130,休息一次(銀字),trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP075.JPG
131,惡魔的嘆息,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP076.JPG
132,深淵的電魟,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP077.JPG
133,苦紋樣的土像,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP078.JPG
134,奪骨蘇生,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP079.JPG
135,電子龍無限(金亮),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP090.JPG
136,雷帝家臣米特拉,monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP081.JPG
137,奇美拉聚合暴走龍(半鑽),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP089A.JPG
138,地帝家臣蘭德羅布(銀字),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP083.JPG
139,風帝家臣迦樓姆(銀字),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP084.JPG
140,邪帝家臣魯修斯,monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP085.JPG
141,真帝王領域,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP086.JPG
142,海皇子 尼普深淵(銀字),monster,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP087.JPG
143,炎王的孤島,magic,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP088.JPG
144,天球的神擊,trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP072.JPG
145,再轉(隱普),trap,http://220.134.173.17/gameking//game/0217/win/123-CROS-JP/123-CROS-JP/CROS-JP080.JPG
146,同步打擊,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP066.JPG
147,地獄刺藤(亮面),monster,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP042.JPG
148,不死式冥界砲(銀字),magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP060.JPG
149,魔法族之里(銀字),magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP061.JPG
150,Ω眼鏡(隱普),magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP062.JPG
151,戰鬥狂(銀字),trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP063.JPG
152,混亂箔片,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP064.JPG
153,芳香風暴,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP058.JPG
154,緊急同調(凸版),trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP065S.JPG
155,增草劑,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP057.JPG
156,尊嚴的咆哮(銀字),trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP067.JPG
157,復活之禮,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP068.JPG
158,破壞神的系譜(亮面),trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP069.JPG
159,增幅二重身,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP070.JPG
160,變形,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP071.JPG
161,變形鬥士凝視者,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP072.JPG
162,精神觸發(亮面),trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP073.JPG
163,緊急同調(金亮),trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP065.JPG
164,百機夜工,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP049.JPG
165,徵兵令,trap,http://220.134.173.17/gameking//game/0217/win/37-CRV/37-CRV/CRV-JP058.JPG
166,死亡凱薩龍(凸版),monster,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP043S.JPG
167,蘇醒的魔王哈帝斯(金亮),monster,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP044.JPG
168,蘇醒的魔王哈帝斯(凸版),monster,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP044S.JPG
169,卡片轉動,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP045.JPG
170,偽裝種子,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP046.JPG
171,世界樹,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP059.JPG
172,黑色花園(亮面),magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP048.JPG
173,植物連鎖,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP076.JPG
174,變形鬥士速度裝備(銀字),magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP050.JPG
175,變形鬥士密碼裝備,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP051.JPG
176,變形鬥士力量裝備,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP052.JPG
177,毒連鎖,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP053.JPG
178,麻痺鎖鍊,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP054.JPG
179,瞬移,magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP055.JPG
180,最古式念導(銀字),magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP056.JPG
181,薔薇的刻印(亮面),magic,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP047.JPG
182,宇宙人馬(斜鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
183,神獸王巴爾巴洛斯(亮面),monster,http://220.134.173.17/gameking//game/0217/usabox/BPT-JP/CT08-EN/CT08-EN005.JPG
184,黑暗思摩夫(亮面),monster,http://220.134.173.17/gameking//game/0217/usabox/BPT-JP/CT08-EN/CT08-EN006.JPG
185,地獄公路巡警(亮面),monster,http://220.134.173.17/gameking//game/0217/usabox/BPT-JP/CT08-EN/CT08-EN007.JPG
186,強欲而謙虛之壺(亮面),magic,http://220.134.173.17/gameking//game/0217/usabox/BPT-JP/CT08-EN/CT08-EN008.JPG
187,青眼究極龍(黃金),monster,http://220.134.173.17/gameking//game/0217/usabox/BPT-JP/CT09-JP001/CT09-JP001.JPG
188,絕對防禦將軍(斜鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
189,花粉症,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP074.JPG
190,指令騎士(金亮),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
191,魔導女武神(亮面),monster,http://220.134.173.17/gameking//game/0217/usabox/USA/CT07-EN022.JPG
192,SIMM標籤貘(銀字),monster,http://220.134.173.17/gameking//game/0217/win/158-CYHO/158-CYHO/CYHO-JP001.JPG
193,叢集壅塞弄臣,monster,http://220.134.173.17/gameking//game/0217/win/158-CYHO/158-CYHO/CYHO-JP002.JPG
194,剛鬼宙返月兔,monster,http://220.134.173.17/gameking//game/0217/win/158-CYHO/158-CYHO/CYHO-JP003.JPG
195,剛鬼合體技,monster,http://220.134.173.17/gameking//game/0217/win/158-CYHO/158-CYHO/CYHO-JP004.JPG
196,剛鬼地獄訓練師,monster,http://220.134.173.17/gameking//game/0217/win/158-CYHO/158-CYHO/CYHO-JP005.JPG
197,魔境之聖像騎士,monster,http://220.134.173.17/gameking//game/0217/win/158-CYHO/158-CYHO/CYHO-JP006.JPG
198,傳說的騎士迪馬歐斯(金亮),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
199,鋼刀騎士(斜鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
200,御用守護者(斜鑽),monster,https://gss0.baidu.com/9vo3dSag_xI4khGko9WTAnF6hhy/zhidao/pic/item/267f9e2f07082838beef9987b099a9014d08f147.jpg
201,精神治療師(銀字),monster,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP041.JPG
202,王墓的陷阱,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP077.JPG
203,DNA定期健診,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP078.JPG
204,御前試合,trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP079.JPG
205,大落穴(隱普),trap,http://220.134.173.17/gameking//game/0217/win/59-CSOC/59-CSOC/CSOC-JP080.JPG
